               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 147,            0.022464,            0.010762,           0.0053959,             0.99675,             0.97481,             0.98823,             0.84465,            0.020591,           0.0077197,             0.00422,           0.0043539,           0.0043539,           0.0043539
                 148,            0.022051,            0.010715,            0.005358,             0.99663,             0.97571,             0.98663,             0.84889,            0.019978,           0.0077173,            0.004213,           0.0043152,           0.0043152,           0.0043152
                 149,            0.021961,            0.010561,            0.005061,             0.99538,             0.97486,             0.98906,             0.84976,            0.020162,           0.0077531,           0.0041901,           0.0042766,           0.0042766,           0.0042766
                 150,            0.021092,           0.0099708,           0.0051415,             0.99606,              0.9756,             0.98926,             0.84996,            0.020039,           0.0075106,            0.004162,           0.0042379,           0.0042379,           0.0042379
                 151,            0.022097,            0.010315,           0.0054492,             0.98597,              0.9897,             0.99359,             0.85453,            0.019743,           0.0071475,           0.0042095,           0.0041992,           0.0041992,           0.0041992
                 152,            0.021199,            0.010394,           0.0053785,             0.99512,             0.97108,              0.9914,              0.8576,            0.019679,            0.007216,           0.0041811,           0.0041605,           0.0041605,           0.0041605
                 153,            0.021569,            0.010365,           0.0053337,             0.99031,              0.9885,             0.99379,             0.86087,            0.020197,           0.0072438,           0.0042236,           0.0041219,           0.0041219,           0.0041219
                 154,            0.021177,            0.010169,           0.0053803,             0.99647,              0.9851,             0.99422,             0.85487,            0.019805,           0.0071242,           0.0041273,           0.0040832,           0.0040832,           0.0040832
                 155,            0.020928,           0.0099226,           0.0051127,             0.99704,             0.98538,             0.99377,              0.8577,             0.01954,           0.0071467,           0.0042284,           0.0040445,           0.0040445,           0.0040445
                 156,            0.021112,            0.010048,           0.0053364,             0.99793,             0.97905,             0.99342,             0.85781,            0.019702,           0.0071834,           0.0042917,           0.0040059,           0.0040059,           0.0040059
                 157,            0.021784,            0.010539,            0.005457,             0.99723,             0.98054,             0.99386,             0.85813,            0.020028,           0.0071528,           0.0042055,           0.0039672,           0.0039672,           0.0039672
                 158,            0.021712,            0.010028,           0.0051824,             0.99235,             0.98502,             0.99307,             0.85874,            0.019712,           0.0072241,           0.0041409,           0.0039285,           0.0039285,           0.0039285
                 159,             0.02109,           0.0097498,           0.0052309,             0.99441,             0.97752,             0.99279,             0.85785,            0.019563,           0.0073107,           0.0041981,           0.0038898,           0.0038898,           0.0038898
                 160,            0.021009,            0.009795,           0.0053206,             0.99379,              0.9751,             0.99143,             0.85465,            0.019745,            0.007407,           0.0042086,           0.0038512,           0.0038512,           0.0038512
                 161,            0.021058,            0.010159,           0.0054506,             0.99206,             0.97819,             0.99228,             0.85958,            0.019929,            0.007289,            0.004225,           0.0038125,           0.0038125,           0.0038125
                 162,            0.021202,            0.010077,           0.0051141,              0.9918,             0.99214,             0.99406,              0.8597,            0.019728,           0.0071645,             0.00418,           0.0037738,           0.0037738,           0.0037738
                 163,            0.021065,            0.010313,           0.0049558,              0.9968,             0.98763,             0.99397,             0.86455,            0.019644,           0.0070057,            0.004125,           0.0037352,           0.0037352,           0.0037352
                 164,            0.020502,            0.010163,           0.0051525,             0.99564,             0.98617,             0.99397,             0.85989,            0.019463,           0.0070528,            0.004178,           0.0036965,           0.0036965,           0.0036965
                 165,            0.020141,           0.0095749,           0.0050718,             0.99613,             0.98544,             0.99404,             0.85449,             0.01957,           0.0068927,           0.0041796,           0.0036578,           0.0036578,           0.0036578
                 166,            0.020109,           0.0096912,           0.0052316,             0.99748,             0.98438,             0.99278,             0.86307,            0.019565,           0.0070408,           0.0041748,           0.0036191,           0.0036191,           0.0036191
                 167,             0.02023,           0.0098984,           0.0049102,             0.99797,             0.98353,             0.99237,             0.85692,            0.019486,           0.0071121,           0.0041147,           0.0035805,           0.0035805,           0.0035805
                 168,            0.020761,            0.010046,           0.0052353,             0.99742,             0.98447,             0.99338,             0.85317,            0.019886,           0.0072325,           0.0041544,           0.0035418,           0.0035418,           0.0035418
                 169,            0.020962,           0.0099379,           0.0053471,             0.99381,             0.98751,             0.99362,             0.85757,            0.019708,           0.0072801,           0.0041124,           0.0035031,           0.0035031,           0.0035031
                 170,            0.020471,           0.0094563,           0.0049229,             0.99735,             0.98614,             0.99346,             0.85936,            0.019555,           0.0070931,           0.0040762,           0.0034645,           0.0034645,           0.0034645
                 171,            0.019815,           0.0096975,           0.0051965,             0.99879,             0.98677,             0.99369,             0.85696,            0.019575,           0.0070645,           0.0040682,           0.0034258,           0.0034258,           0.0034258
                 172,            0.020073,           0.0094943,           0.0049749,             0.99166,             0.97829,             0.99234,               0.857,            0.019376,           0.0073599,           0.0041355,           0.0033871,           0.0033871,           0.0033871
                 173,            0.019895,           0.0096194,           0.0050086,             0.99286,             0.97537,             0.99081,             0.86163,            0.019457,           0.0075722,           0.0041271,           0.0033484,           0.0033484,           0.0033484
                 174,             0.02063,           0.0097997,           0.0053608,             0.99263,             0.97104,             0.98924,             0.85626,            0.019898,           0.0077608,           0.0041288,           0.0033098,           0.0033098,           0.0033098
                 175,            0.020516,           0.0098896,           0.0051598,             0.99328,             0.97101,              0.9865,             0.85512,             0.01972,           0.0077576,           0.0041517,           0.0032711,           0.0032711,           0.0032711
                 176,            0.020346,           0.0095205,           0.0053645,             0.99202,             0.97217,             0.98762,             0.85528,            0.019561,           0.0076508,           0.0041618,           0.0032324,           0.0032324,           0.0032324
                 177,            0.019926,           0.0093284,            0.005062,             0.99219,             0.97217,             0.99036,             0.86138,             0.01932,           0.0073623,           0.0040668,           0.0031938,           0.0031938,           0.0031938
                 178,            0.020136,           0.0095351,           0.0051108,             0.99723,              0.9731,               0.989,             0.85173,            0.019228,           0.0074348,           0.0040489,           0.0031551,           0.0031551,           0.0031551
                 179,            0.020583,           0.0097268,           0.0051192,             0.99596,             0.97217,             0.99125,             0.86418,            0.019317,           0.0073063,           0.0040524,           0.0031164,           0.0031164,           0.0031164
                 180,            0.020124,           0.0097058,           0.0050453,             0.99329,             0.98456,             0.99333,             0.85834,            0.019529,           0.0069847,           0.0040386,           0.0030777,           0.0030777,           0.0030777
                 181,            0.019492,           0.0096715,           0.0048734,             0.99395,             0.97204,             0.99284,             0.85773,              0.0194,           0.0071961,           0.0040129,           0.0030391,           0.0030391,           0.0030391
                 182,            0.019482,           0.0095165,           0.0049929,             0.99466,             0.97198,             0.99275,             0.86111,            0.019245,             0.00732,           0.0039742,           0.0030004,           0.0030004,           0.0030004
                 183,            0.019952,           0.0097028,           0.0051444,              0.9933,             0.98606,             0.99348,             0.85872,            0.019642,           0.0072732,           0.0040068,           0.0029617,           0.0029617,           0.0029617
                 184,            0.019766,           0.0096122,           0.0050879,             0.99153,             0.97771,             0.99317,             0.86278,            0.019327,           0.0073627,            0.004034,            0.002923,            0.002923,            0.002923
                 185,            0.019201,           0.0095979,            0.004961,             0.99737,             0.97148,             0.99118,             0.86208,            0.019202,            0.007405,           0.0040058,           0.0028844,           0.0028844,           0.0028844
                 186,            0.019378,           0.0096269,           0.0049568,             0.99556,             0.98476,             0.99406,             0.86262,            0.019236,           0.0071064,           0.0039608,           0.0028457,           0.0028457,           0.0028457
                 187,            0.019109,           0.0094739,           0.0046561,             0.99684,             0.98477,             0.99414,             0.86025,            0.019363,           0.0069513,           0.0039381,            0.002807,            0.002807,            0.002807
                 188,            0.019404,           0.0093244,           0.0049466,             0.99758,             0.98501,             0.99321,             0.86386,             0.01926,           0.0070311,           0.0039829,           0.0027684,           0.0027684,           0.0027684
                 189,             0.01957,           0.0088757,           0.0051041,             0.99659,             0.98445,             0.99347,             0.85722,            0.019178,           0.0071028,           0.0040262,           0.0027297,           0.0027297,           0.0027297
                 190,            0.019228,           0.0089729,           0.0048321,             0.99377,             0.98439,             0.99383,             0.86284,            0.019179,           0.0069553,           0.0039896,            0.002691,            0.002691,            0.002691
                 191,            0.019694,           0.0091431,           0.0050254,             0.99246,             0.98527,             0.99355,             0.86253,            0.019104,           0.0068929,            0.003973,           0.0026523,           0.0026523,           0.0026523
                 192,            0.018795,           0.0092291,             0.00499,             0.98221,             0.99161,             0.99444,             0.85993,            0.019142,           0.0071362,           0.0039865,           0.0026137,           0.0026137,           0.0026137
                 193,            0.018577,           0.0091351,           0.0048264,             0.99201,             0.98716,              0.9941,             0.86019,            0.019182,           0.0071137,           0.0039705,            0.002575,            0.002575,            0.002575
                 194,            0.018871,           0.0095407,           0.0048937,             0.99399,             0.98541,             0.99406,             0.85676,            0.019223,           0.0071786,           0.0039677,           0.0025363,           0.0025363,           0.0025363
                 195,            0.019459,           0.0089719,           0.0050936,             0.99382,             0.98666,             0.99428,             0.86143,            0.019153,           0.0071101,           0.0039513,           0.0024977,           0.0024977,           0.0024977
                 196,            0.018434,           0.0089343,           0.0045541,             0.99222,             0.98617,             0.99384,             0.86448,            0.018937,            0.006998,           0.0039412,            0.002459,            0.002459,            0.002459
                 197,            0.018736,            0.009052,           0.0048654,             0.99275,             0.98713,             0.99419,             0.86615,            0.018937,           0.0069162,           0.0039223,           0.0024203,           0.0024203,           0.0024203
                 198,            0.019211,           0.0087863,           0.0049708,              0.9925,             0.98786,             0.99446,             0.86454,            0.018965,           0.0070617,           0.0039566,           0.0023816,           0.0023816,           0.0023816
                 199,            0.018953,           0.0090365,           0.0050144,             0.99279,             0.98725,             0.99433,             0.86635,            0.018956,           0.0069348,           0.0039562,            0.002343,            0.002343,            0.002343
                 200,            0.018911,           0.0090695,           0.0049047,             0.99242,             0.98715,             0.99388,             0.86608,            0.019126,           0.0068351,           0.0039461,           0.0023043,           0.0023043,           0.0023043
                 201,            0.017909,           0.0088294,           0.0044695,             0.99227,               0.988,             0.99372,             0.86311,            0.019177,           0.0068332,           0.0039244,           0.0022656,           0.0022656,           0.0022656
                 202,            0.019083,           0.0088717,           0.0049246,             0.99256,             0.98791,             0.99309,              0.8602,            0.019163,           0.0070367,           0.0039246,            0.002227,            0.002227,            0.002227
                 203,            0.018229,           0.0088349,            0.004625,             0.99274,             0.98391,             0.99377,             0.86098,            0.019115,           0.0069219,           0.0039045,           0.0021883,           0.0021883,           0.0021883
                 204,            0.018307,           0.0095508,           0.0046233,             0.99261,             0.98662,             0.99381,             0.86348,            0.019182,           0.0069642,           0.0038679,           0.0021496,           0.0021496,           0.0021496
                 205,            0.019149,            0.008721,           0.0051062,             0.99122,              0.9893,             0.99338,             0.86104,            0.019133,           0.0071032,            0.003883,           0.0021109,           0.0021109,           0.0021109
                 206,            0.019152,           0.0091825,           0.0051043,             0.99321,             0.98712,             0.99297,             0.86388,            0.018993,           0.0070891,           0.0039051,           0.0020723,           0.0020723,           0.0020723
                 207,            0.018295,           0.0087944,            0.004724,             0.99331,             0.98616,             0.99327,             0.86571,            0.019036,           0.0070466,           0.0039318,           0.0020336,           0.0020336,           0.0020336
                 208,            0.018094,           0.0087584,           0.0047889,             0.99371,             0.98679,             0.99384,             0.86547,            0.019116,            0.007125,           0.0039217,           0.0019949,           0.0019949,           0.0019949
                 209,            0.018257,           0.0088957,           0.0046688,              0.9931,             0.98727,             0.99394,             0.86238,            0.019178,           0.0070859,            0.003941,           0.0019563,           0.0019563,           0.0019563
                 210,            0.018208,           0.0086076,           0.0047439,             0.99236,             0.98775,             0.99307,             0.86872,            0.019267,           0.0071548,           0.0039192,           0.0019176,           0.0019176,           0.0019176
                 211,            0.018815,           0.0088478,           0.0049625,             0.99169,             0.98834,             0.99335,              0.8607,            0.019228,           0.0071407,           0.0039099,           0.0018789,           0.0018789,           0.0018789
                 212,            0.018577,           0.0088717,           0.0049722,             0.99332,              0.9875,             0.99358,             0.86813,            0.019002,           0.0070351,           0.0038689,           0.0018402,           0.0018402,           0.0018402
                 213,            0.018293,           0.0083253,           0.0047328,             0.99347,             0.98708,              0.9938,             0.86998,            0.018791,           0.0069179,           0.0038326,           0.0018016,           0.0018016,           0.0018016
                 214,            0.017944,           0.0085812,            0.004845,              0.9939,             0.98526,             0.99394,             0.86797,            0.018843,           0.0069934,           0.0038469,           0.0017629,           0.0017629,           0.0017629
                 215,            0.017614,           0.0084202,           0.0045621,             0.99549,             0.98544,             0.99361,             0.86761,            0.018757,           0.0069054,           0.0038315,           0.0017242,           0.0017242,           0.0017242
                 216,            0.017972,           0.0087901,           0.0047932,             0.99337,             0.98408,             0.99344,             0.86898,            0.018814,           0.0069324,           0.0038519,           0.0016855,           0.0016855,           0.0016855
                 217,            0.018032,           0.0083982,           0.0046202,             0.99254,             0.98425,             0.99323,             0.87241,            0.018793,           0.0069733,           0.0038427,           0.0016469,           0.0016469,           0.0016469
                 218,            0.017706,           0.0086187,           0.0047116,              0.9927,             0.98427,             0.99318,             0.86786,            0.018678,           0.0069712,           0.0038929,           0.0016082,           0.0016082,           0.0016082
                 219,            0.017716,           0.0086599,           0.0046429,             0.99294,             0.98482,             0.99343,             0.87006,            0.018837,           0.0068975,           0.0038736,           0.0015695,           0.0015695,           0.0015695
                 220,            0.018026,            0.008475,           0.0048346,             0.99324,             0.98479,             0.99378,             0.86973,            0.018818,            0.006959,           0.0038195,           0.0015309,           0.0015309,           0.0015309
                 221,            0.018056,           0.0088928,           0.0049953,             0.99325,             0.98466,             0.99378,             0.87063,            0.018804,           0.0069646,           0.0038399,           0.0014922,           0.0014922,           0.0014922
                 222,            0.017994,           0.0082173,           0.0048869,             0.99329,             0.98602,             0.99365,             0.87494,            0.018857,           0.0068802,           0.0038244,           0.0014535,           0.0014535,           0.0014535
                 223,            0.017918,            0.008788,           0.0047307,             0.99255,             0.98617,             0.99334,             0.87066,            0.018782,           0.0069146,           0.0037949,           0.0014148,           0.0014148,           0.0014148
                 224,            0.017448,           0.0083467,            0.004576,             0.99219,             0.98617,             0.99245,             0.86535,            0.018832,            0.007013,           0.0037617,           0.0013762,           0.0013762,           0.0013762
                 225,            0.018154,           0.0083435,           0.0049798,             0.99229,             0.98499,             0.99317,             0.86881,            0.018748,           0.0069165,           0.0037273,           0.0013375,           0.0013375,           0.0013375
                 226,            0.017652,           0.0082792,           0.0046661,             0.99299,             0.98455,             0.99332,             0.86662,            0.018888,           0.0069267,           0.0037413,           0.0012988,           0.0012988,           0.0012988
                 227,            0.017417,           0.0081926,           0.0047182,              0.9931,             0.98488,             0.99334,             0.86825,            0.018811,           0.0069908,           0.0037369,           0.0012602,           0.0012602,           0.0012602
                 228,            0.017931,           0.0085565,           0.0049292,             0.99305,             0.98461,              0.9931,             0.86983,            0.018801,           0.0069823,           0.0037336,           0.0012215,           0.0012215,           0.0012215
                 229,              0.0174,           0.0084276,           0.0045293,             0.99354,             0.98469,             0.99318,             0.87059,             0.01874,           0.0069424,           0.0037399,           0.0011828,           0.0011828,           0.0011828
                 230,            0.017698,           0.0082117,           0.0047764,             0.99349,             0.98546,             0.99315,             0.86413,            0.018837,           0.0070565,           0.0037525,           0.0011441,           0.0011441,           0.0011441
                 231,            0.016945,           0.0082859,           0.0045536,             0.99348,             0.98617,             0.99317,             0.87001,            0.018743,           0.0070524,           0.0037352,           0.0011055,           0.0011055,           0.0011055
                 232,            0.017414,           0.0083977,           0.0046991,             0.99332,             0.98617,             0.99324,             0.86965,            0.018789,           0.0070121,           0.0037304,           0.0010668,           0.0010668,           0.0010668
                 233,            0.017218,           0.0082104,            0.004455,             0.99348,             0.98617,             0.99317,              0.8699,            0.018751,           0.0070041,           0.0037352,           0.0010281,           0.0010281,           0.0010281
                 234,            0.017639,           0.0083608,            0.004614,             0.99378,             0.98617,             0.99313,             0.86724,            0.018702,           0.0069614,           0.0037291,          0.00098945,          0.00098945,          0.00098945
                 235,            0.016396,           0.0082083,           0.0042659,             0.99366,             0.98617,             0.99339,             0.86457,            0.018744,            0.006964,           0.0037189,          0.00095078,          0.00095078,          0.00095078
                 236,             0.01776,           0.0084478,           0.0047268,             0.99437,             0.98617,             0.99384,             0.86678,            0.018788,           0.0069428,           0.0036932,          0.00091211,          0.00091211,          0.00091211
                 237,            0.016855,           0.0077414,           0.0043693,              0.9943,             0.98617,             0.99394,             0.86381,            0.018793,           0.0069414,           0.0037291,          0.00087344,          0.00087344,          0.00087344
                 238,            0.017027,            0.008384,           0.0045908,             0.99325,             0.98617,             0.99365,             0.86559,            0.018751,           0.0070258,           0.0037428,          0.00083477,          0.00083477,          0.00083477
                 239,            0.017249,           0.0081877,           0.0046237,             0.99322,             0.98617,             0.99351,             0.86764,            0.018693,           0.0070003,           0.0037199,          0.00079609,          0.00079609,          0.00079609
                 240,            0.017259,           0.0080185,           0.0045031,             0.99319,             0.98617,             0.99356,             0.87025,             0.01868,           0.0069708,            0.003713,          0.00075742,          0.00075742,          0.00075742
                 241,            0.017019,           0.0080856,            0.004531,             0.99343,             0.98617,             0.99365,              0.8678,            0.018692,           0.0069457,           0.0036963,          0.00071875,          0.00071875,          0.00071875
                 242,            0.017532,           0.0076687,           0.0046597,             0.99333,             0.98617,             0.99356,             0.86553,            0.018712,           0.0069495,           0.0036751,          0.00068008,          0.00068008,          0.00068008
                 243,             0.01717,           0.0078384,            0.004582,              0.9933,             0.98617,             0.99361,             0.86748,            0.018725,           0.0069324,           0.0036648,          0.00064141,          0.00064141,          0.00064141
                 244,            0.017019,           0.0083341,           0.0045973,               0.993,             0.98617,             0.99374,             0.86959,            0.018655,            0.006911,           0.0036776,          0.00060273,          0.00060273,          0.00060273
                 245,            0.016776,           0.0082052,           0.0043452,              0.9931,             0.98617,             0.99409,             0.86912,            0.018614,           0.0068915,           0.0036749,          0.00056406,          0.00056406,          0.00056406
                 246,            0.017151,           0.0083403,           0.0047337,             0.99321,             0.98617,             0.99423,             0.87236,            0.018587,           0.0068612,           0.0036755,          0.00052539,          0.00052539,          0.00052539
                 247,            0.016733,           0.0081593,           0.0045543,             0.99318,             0.98617,             0.99396,             0.86918,            0.018743,           0.0069076,           0.0036663,          0.00048672,          0.00048672,          0.00048672
                 248,            0.017321,           0.0083447,           0.0046736,             0.99323,             0.98617,             0.99395,             0.86761,            0.018747,           0.0068826,           0.0036617,          0.00044805,          0.00044805,          0.00044805
                 249,            0.017758,           0.0081824,           0.0048824,             0.99337,             0.98608,             0.99393,              0.8713,            0.018779,           0.0068945,           0.0036503,          0.00040938,          0.00040938,          0.00040938
                 250,            0.016965,           0.0081351,           0.0045977,             0.99334,             0.98543,             0.99389,             0.86924,            0.018747,           0.0068997,            0.003653,           0.0003707,           0.0003707,           0.0003707
                 251,            0.016838,           0.0078895,           0.0046055,             0.99332,             0.98555,             0.99375,             0.86705,            0.018659,           0.0068967,            0.003653,          0.00033203,          0.00033203,          0.00033203
                 252,            0.017012,           0.0077352,           0.0045604,             0.99329,             0.98569,             0.99371,             0.86802,            0.018592,           0.0068834,           0.0036558,          0.00029336,          0.00029336,          0.00029336
                 253,            0.017049,           0.0079929,           0.0046631,             0.99349,               0.986,             0.99369,             0.87301,            0.018573,            0.006882,           0.0036524,          0.00025469,          0.00025469,          0.00025469
                 254,            0.017173,           0.0082554,           0.0047131,             0.99364,               0.986,             0.99363,             0.87174,            0.018545,            0.006904,           0.0036453,          0.00021602,          0.00021602,          0.00021602
                 255,            0.016988,           0.0077907,           0.0046521,              0.9934,             0.98617,             0.99363,             0.86923,            0.018591,           0.0069199,           0.0036442,          0.00017734,          0.00017734,          0.00017734
